transaction_id,client_id,date,heure,montant,devise,type_transaction,lieu,canal,moyen_paiement,categorie_commerce,device_utilise,score_risque_client,is_fraud
T000690,C7090,02/09/2025,07:57:27,7529.88,USD,retrait,Casablanca,en ligne,Cash,alimentaire,Web,8,0
T000691,C7031,02/09/2025,16:01:24,8039.87,MAD,paiement en ligne,,carte,MasterCard,santé,Web,10,0
T000692,C8687,02/09/2025,02:07:43,5204.18,USD,paiement en ligne,Rabat,guichet,Visa,santé,Web,9,0
T000693,C9472,02/09/2025,00:41:51,,MAD,paiement en ligne,Fès,carte,Cash,voyage,Web,3,0
T000694,C2887,02/09/2025,02:05:38,6728.02,,retrait,Casablanca,guichet,Amex,alimentaire,Web,6,0
T000695,C4266,02/09/2025,19:22:24,6223.71,MAD,paiement en ligne,Casablanca,en ligne,,alimentaire,Android,7,0
T000696,C1666,03/09/2025,17:42:18,7435.42,MAD,paiement en ligne,Marrakech,guichet,Visa,santé,Web,1,0
T000697,C5188,03/09/2025,04:50:10,1740.32,MAD,paiement en ligne,Fès,en ligne,Cash,santé,Web,7,0
T000698,C1671,03/09/2025,11:09:07,1990.0,EUR,paiement en ligne,Fès,guichet,Visa,voyage,iOS,4,0
T000699,C7777,03/09/2025,08:35:36,8909.57,MAD,virement,Casablanca,application mobile,Visa,voyage,Web,5,0
T000700,C8570,03/09/2025,20:07:54,7512.28,MAD,virement,Marrakech,guichet,MasterCard,électronique,iOS,8,0
T000701,C8956,03/09/2025,08:46:14,9086.87,MAD,paiement en ligne,Casablanca,application mobile,Visa,mode,iOS,4,0
T000702,C6124,03/09/2025,15:45:39,7599.22,USD,retrait,Casablanca,guichet,Cash,alimentaire,iOS,4,0
T000703,C6585,03/09/2025,17:41:19,5991.7,MAD,virement,Fès,guichet,Visa,alimentaire,Android,8,0
T000704,C5777,03/09/2025,05:11:01,6558.62,MAD,paiement en ligne,Rabat,carte,Cash,voyage,Android,5,0
T000705,C4900,03/09/2025,06:15:02,8896.82,MAD,virement,Casablanca,carte,Amex,voyage,ATM,6,0
T000706,C7677,03/09/2025,12:02:26,5809.13,MAD,virement,Fès,en ligne,Visa,électronique,ATM,5,0
T000707,C7981,04/09/2025,17:42:39,6342.29,EUR,paiement en ligne,Marrakech,carte,Cash,mode,iOS,1,0
T000708,C7376,04/09/2025,05:32:27,1606.94,EUR,paiement en ligne,Tanger,guichet,Amex,électronique,Android,7,0
T000709,C1523,04/09/2025,00:54:07,4765.52,MAD,virement,Rabat,carte,Cash,mode,Web,6,1
T000710,C3393,04/09/2025,04:31:47,7178.15,MAD,retrait,Casablanca,guichet,Amex,alimentaire,ATM,2,0
T000711,C3593,04/09/2025,10:36:03,2745.88,EUR,paiement en ligne,Rabat,application mobile,MasterCard,électronique,Android,7,1
T000712,C8240,04/09/2025,05:45:53,2062.43,MAD,paiement en ligne,,guichet,Visa,voyage,Web,6,0
T000713,C7937,04/09/2025,18:31:08,3172.58,EUR,paiement en ligne,Fès,en ligne,Visa,électronique,Web,5,0
T000714,C7190,04/09/2025,11:10:45,2452.93,EUR,retrait,Marrakech,application mobile,Amex,électronique,Android,8,0
T000715,C6240,04/09/2025,22:15:00,2188.38,EUR,retrait,Casablanca,en ligne,MasterCard,alimentaire,ATM,5,0
T000716,C7493,04/09/2025,12:54:52,4277.27,MAD,virement,Fès,en ligne,Cash,voyage,Android,2,0
T000717,C3878,04/09/2025,20:29:12,9082.99,MAD,paiement en ligne,Casablanca,en ligne,MasterCard,voyage,ATM,6,0
T000718,C5143,05/09/2025,01:03:27,5095.24,USD,retrait,Fès,carte,,santé,iOS,1,0
T000719,C4644,05/09/2025,05:57:30,1919.81,MAD,retrait,Tanger,en ligne,Cash,santé,Android,5,0
T000720,C5432,05/09/2025,22:26:04,815.87,EUR,paiement en ligne,,application mobile,Visa,santé,Android,6,0
T000721,C2276,05/09/2025,02:32:03,6976.75,MAD,paiement en ligne,Fès,guichet,Amex,alimentaire,ATM,7,0
T000722,C6811,05/09/2025,19:33:25,3858.85,EUR,virement,Fès,en ligne,Visa,électronique,ATM,2,0
T000723,C1302,05/09/2025,04:34:27,8227.22,MAD,virement,Tanger,application mobile,Visa,voyage,Android,1,0
T000724,C1638,05/09/2025,08:51:37,6612.13,MAD,paiement en ligne,Marrakech,en ligne,Visa,voyage,Web,6,0
T000725,C1055,05/09/2025,17:05:18,7972.6,MAD,retrait,Casablanca,guichet,Cash,électronique,Web,3,0
T000726,C9717,05/09/2025,11:56:10,2755.86,EUR,paiement en ligne,Fès,application mobile,Visa,voyage,Web,5,0
T000727,C9150,05/09/2025,01:46:43,6938.97,EUR,retrait,Casablanca,application mobile,Cash,électronique,iOS,2,0
T000728,C3125,05/09/2025,11:08:20,2677.42,MAD,retrait,Fès,guichet,Amex,alimentaire,iOS,1,0
T000729,C1364,06/09/2025,01:21:02,9393.73,,retrait,Fès,application mobile,Cash,alimentaire,ATM,1,0
T000730,C7809,06/09/2025,11:27:29,6381.92,EUR,virement,Fès,guichet,Cash,alimentaire,iOS,4,0
T000731,C5621,06/09/2025,15:20:27,3278.89,MAD,retrait,Rabat,application mobile,MasterCard,électronique,Web,10,0
T000732,C6126,06/09/2025,00:20:34,2731.64,MAD,paiement en ligne,Casablanca,application mobile,Visa,électronique,Android,2,0
T000733,C6122,06/09/2025,19:33:40,1949.72,MAD,retrait,Fès,guichet,Visa,mode,iOS,1,0
T000734,C2646,06/09/2025,18:46:17,6961.68,MAD,paiement en ligne,Tanger,guichet,Visa,voyage,iOS,6,0
T000735,C1918,06/09/2025,10:56:22,2226.22,MAD,paiement en ligne,Marrakech,application mobile,Visa,voyage,Web,4,0
T000736,C3797,06/09/2025,15:21:16,5973.27,MAD,paiement en ligne,Rabat,application mobile,MasterCard,mode,iOS,10,0
T000737,C7506,06/09/2025,04:43:10,2683.12,MAD,paiement en ligne,Tanger,guichet,MasterCard,mode,ATM,7,0
T000738,C6870,06/09/2025,14:26:34,6636.59,MAD,retrait,Tanger,carte,MasterCard,alimentaire,Android,6,0
T000739,C2531,06/09/2025,00:19:15,8158.65,,paiement en ligne,Casablanca,guichet,MasterCard,mode,Web,5,0
T000740,C9172,07/09/2025,01:01:34,7791.35,MAD,retrait,Casablanca,application mobile,Visa,électronique,ATM,10,0
T000741,C4345,07/09/2025,07:55:27,7620.47,MAD,retrait,Marrakech,application mobile,,santé,Web,2,0
T000742,C8673,07/09/2025,14:38:05,1917.84,EUR,paiement en ligne,Tanger,application mobile,Amex,électronique,ATM,5,0
T000743,C7949,07/09/2025,08:19:00,,MAD,virement,,guichet,MasterCard,mode,Android,9,0
T000744,C7882,07/09/2025,07:54:22,7004.54,MAD,paiement en ligne,Tanger,application mobile,Cash,voyage,Android,9,0
T000745,C2906,07/09/2025,02:03:57,3715.05,MAD,paiement en ligne,Fès,carte,MasterCard,électronique,ATM,2,0
T000746,C4086,07/09/2025,14:37:14,4351.84,MAD,retrait,Fès,en ligne,Visa,voyage,ATM,7,0
T000747,C9152,07/09/2025,20:34:56,359.93,MAD,paiement en ligne,Casablanca,carte,Visa,électronique,ATM,10,0
T000748,C6750,07/09/2025,20:52:45,2632.79,MAD,paiement en ligne,Casablanca,guichet,Cash,voyage,ATM,4,0
T000749,C9905,07/09/2025,19:13:35,385.08,EUR,retrait,Fès,application mobile,Cash,électronique,ATM,3,0
T000750,C2062,07/09/2025,11:16:38,8797.9,MAD,retrait,Fès,guichet,Cash,voyage,ATM,1,0
T000751,C2976,08/09/2025,08:34:12,2471.8,USD,paiement en ligne,Fès,en ligne,,santé,Android,3,0
T000752,C2296,08/09/2025,14:17:50,5595.5,MAD,virement,Marrakech,guichet,,alimentaire,ATM,9,0
T000753,C7229,08/09/2025,00:05:58,437.84,MAD,retrait,Rabat,application mobile,Amex,électronique,iOS,9,0
T000754,C8641,08/09/2025,22:58:26,6685.13,MAD,virement,Fès,en ligne,Cash,santé,Android,7,0
T000755,C1125,08/09/2025,01:55:45,3264.12,MAD,paiement en ligne,Casablanca,en ligne,Amex,alimentaire,Web,3,0
T000756,C5632,08/09/2025,05:13:35,8984.3,MAD,retrait,Rabat,application mobile,MasterCard,électronique,Android,3,1
T000757,C7288,08/09/2025,20:07:34,8886.78,EUR,virement,Marrakech,application mobile,Amex,santé,Web,4,0
T000758,C4596,08/09/2025,18:29:13,3286.64,MAD,retrait,Marrakech,application mobile,MasterCard,santé,Web,7,0
T000759,C7168,08/09/2025,19:48:24,9014.56,USD,retrait,,guichet,MasterCard,santé,iOS,7,0
T000760,C8561,08/09/2025,07:23:13,9961.77,EUR,paiement en ligne,Rabat,carte,Amex,mode,ATM,2,0
T000761,C9258,08/09/2025,05:22:21,8262.89,MAD,paiement en ligne,Fès,guichet,Cash,voyage,ATM,5,0
T000762,C1232,09/09/2025,15:56:18,8456.47,MAD,paiement en ligne,Rabat,guichet,MasterCard,alimentaire,Android,7,0
T000763,C7371,09/09/2025,13:50:02,2527.64,MAD,paiement en ligne,Rabat,carte,Cash,voyage,ATM,7,0
T000764,C5206,09/09/2025,09:18:08,5788.19,MAD,virement,Tanger,application mobile,Visa,voyage,iOS,6,0
T000765,C8943,09/09/2025,19:44:06,719.2,MAD,paiement en ligne,Marrakech,application mobile,MasterCard,voyage,Android,10,0
T000766,C7891,09/09/2025,13:08:58,994.43,MAD,virement,Tanger,carte,Visa,santé,Android,10,0
T000767,C7738,09/09/2025,22:56:18,9988.98,MAD,virement,Casablanca,carte,Amex,voyage,Android,8,0
T000768,C3472,09/09/2025,14:51:13,3300.06,MAD,paiement en ligne,Tanger,guichet,Cash,mode,ATM,3,0
T000769,C3739,09/09/2025,05:52:35,7494.43,USD,paiement en ligne,Casablanca,en ligne,Amex,électronique,ATM,1,0
T000770,C6401,09/09/2025,07:16:29,8076.32,EUR,virement,Tanger,carte,MasterCard,santé,ATM,3,0
T000771,C2761,09/09/2025,08:32:55,8587.33,USD,virement,Rabat,guichet,Visa,alimentaire,Android,2,0
T000772,C1876,10/09/2025,19:24:13,9976.4,MAD,paiement en ligne,Rabat,en ligne,MasterCard,électronique,Android,2,0
T000773,C4812,10/09/2025,10:52:34,2452.89,MAD,paiement en ligne,Fès,application mobile,Amex,électronique,Web,2,0
T000774,C2460,10/09/2025,08:58:13,451.49,MAD,retrait,Tanger,application mobile,Cash,électronique,Web,5,0
T000775,C2733,10/09/2025,08:03:58,4141.36,MAD,retrait,Casablanca,guichet,Cash,voyage,ATM,1,0
T000776,C2605,10/09/2025,03:27:07,1344.3,MAD,paiement en ligne,Rabat,guichet,MasterCard,voyage,Android,10,0
T000777,C6622,10/09/2025,01:40:45,273.14,,retrait,Tanger,carte,MasterCard,santé,ATM,4,0
T000778,C7767,10/09/2025,21:40:55,,EUR,paiement en ligne,Rabat,application mobile,Visa,voyage,ATM,10,0
T000779,C7986,10/09/2025,22:15:28,7848.2,MAD,paiement en ligne,Casablanca,guichet,Amex,voyage,Web,5,0
T000780,C4517,10/09/2025,16:47:29,5683.5,MAD,paiement en ligne,Rabat,application mobile,MasterCard,voyage,iOS,2,0
T000781,C4735,10/09/2025,11:34:10,3162.14,MAD,paiement en ligne,Rabat,application mobile,Visa,santé,ATM,5,0
T000782,C9434,10/09/2025,13:49:20,6560.7,MAD,paiement en ligne,Tanger,carte,MasterCard,santé,iOS,10,0
T000783,C3590,11/09/2025,20:04:47,2358.58,MAD,paiement en ligne,Marrakech,en ligne,Cash,mode,iOS,4,0
T000784,C2063,11/09/2025,19:36:02,193.1,MAD,paiement en ligne,Fès,carte,Visa,mode,Android,8,0
T000785,C5324,11/09/2025,11:32:52,7655.32,,paiement en ligne,,guichet,Visa,mode,Android,1,0
T000786,C6342,11/09/2025,08:08:03,6256.24,USD,paiement en ligne,Fès,carte,MasterCard,mode,ATM,5,0
T000787,C1005,11/09/2025,02:16:33,7634.91,MAD,virement,Casablanca,carte,Amex,électronique,Web,10,0
T000788,C8489,11/09/2025,00:07:44,437.43,EUR,paiement en ligne,Rabat,application mobile,Cash,électronique,Web,1,0
T000789,C9659,11/09/2025,22:46:39,8379.34,MAD,paiement en ligne,Rabat,carte,Amex,mode,ATM,10,0
T000790,C9195,11/09/2025,11:53:11,6214.29,MAD,retrait,Casablanca,guichet,,mode,ATM,10,0
T000791,C6966,11/09/2025,13:46:14,5655.78,MAD,virement,Tanger,en ligne,Amex,alimentaire,Web,4,0
T000792,C9837,11/09/2025,08:18:25,6264.91,MAD,paiement en ligne,Marrakech,carte,Visa,électronique,iOS,8,0
T000793,C1117,11/09/2025,19:28:21,8651.11,MAD,retrait,Rabat,carte,Amex,alimentaire,ATM,1,0
T000794,C3551,12/09/2025,07:20:50,5890.02,EUR,retrait,Fès,en ligne,,alimentaire,iOS,2,0
T000795,C6560,12/09/2025,05:19:56,5830.46,EUR,retrait,Marrakech,guichet,Amex,voyage,ATM,1,0
T000796,C5289,12/09/2025,18:03:54,9907.26,MAD,paiement en ligne,Tanger,guichet,Visa,santé,ATM,7,0
T000797,C1846,12/09/2025,06:27:27,7579.47,MAD,retrait,Tanger,carte,Cash,électronique,iOS,2,0
T000798,C7316,12/09/2025,03:21:11,4450.82,USD,paiement en ligne,Fès,application mobile,Cash,mode,iOS,1,0
T000799,C7469,12/09/2025,12:02:21,7088.6,MAD,retrait,Marrakech,carte,Cash,mode,Web,6,1
T000800,C9915,12/09/2025,11:01:23,3922.84,MAD,retrait,Fès,en ligne,Visa,santé,ATM,6,0
T000801,C1224,12/09/2025,01:26:54,2327.31,MAD,paiement en ligne,Fès,en ligne,Amex,électronique,Android,10,0
T000802,C5208,12/09/2025,08:00:07,5988.68,EUR,virement,Casablanca,en ligne,Cash,mode,Android,2,0
T000803,C7283,12/09/2025,22:37:05,9285.41,USD,paiement en ligne,Casablanca,carte,Cash,mode,ATM,1,0
T000804,C3048,12/09/2025,21:24:17,9294.94,MAD,virement,Fès,carte,Cash,voyage,ATM,10,0
T000805,C7233,13/09/2025,16:11:05,3451.96,EUR,paiement en ligne,Rabat,guichet,MasterCard,alimentaire,ATM,3,0
T000806,C2828,13/09/2025,07:18:41,5300.39,EUR,paiement en ligne,Casablanca,application mobile,Visa,mode,iOS,10,0
T000807,C2917,13/09/2025,00:56:28,2155.78,MAD,paiement en ligne,Marrakech,carte,Visa,électronique,Android,5,0
T000808,C5234,13/09/2025,12:48:34,9956.53,MAD,virement,Casablanca,guichet,Visa,santé,Android,6,0
T000809,C7988,13/09/2025,07:13:34,9812.12,MAD,paiement en ligne,Fès,carte,Visa,voyage,Android,3,0
T000810,C3026,13/09/2025,15:44:19,6512.61,USD,paiement en ligne,Fès,guichet,Visa,électronique,ATM,9,0
T000811,C4744,13/09/2025,16:12:37,8053.92,,paiement en ligne,,guichet,,voyage,iOS,5,0
T000812,C1009,13/09/2025,16:45:48,7165.25,EUR,retrait,Fès,application mobile,Amex,alimentaire,ATM,2,0
T000813,C1260,13/09/2025,07:42:19,5951.92,MAD,retrait,Casablanca,carte,MasterCard,mode,Web,10,0
T000814,C7038,13/09/2025,00:25:38,580.81,EUR,paiement en ligne,Fès,guichet,Cash,électronique,Web,6,0
T000815,C3219,13/09/2025,20:52:48,4574.91,MAD,paiement en ligne,Tanger,en ligne,MasterCard,santé,Android,8,1
T000816,C8041,14/09/2025,09:42:53,6764.12,MAD,paiement en ligne,,en ligne,Visa,alimentaire,ATM,6,0
T000817,C3060,14/09/2025,08:08:23,6791.44,EUR,paiement en ligne,Rabat,en ligne,MasterCard,alimentaire,Web,4,0
T000818,C6287,14/09/2025,04:48:40,3762.57,EUR,paiement en ligne,Rabat,application mobile,Visa,voyage,Web,6,0
T000819,C2619,14/09/2025,16:23:20,9419.84,EUR,retrait,Tanger,guichet,MasterCard,alimentaire,ATM,8,0
T000820,C9512,14/09/2025,18:58:38,1715.2,MAD,paiement en ligne,Casablanca,application mobile,Visa,électronique,iOS,8,0
T000821,C2342,14/09/2025,22:40:38,,EUR,paiement en ligne,Fès,carte,Cash,voyage,ATM,10,0
T000822,C3832,14/09/2025,12:10:45,6924.3,MAD,paiement en ligne,Rabat,carte,Visa,alimentaire,ATM,2,0
T000823,C3824,14/09/2025,18:10:12,6986.5,MAD,virement,Casablanca,guichet,MasterCard,santé,iOS,8,0
T000824,C2994,14/09/2025,13:44:00,,MAD,virement,Rabat,en ligne,Cash,électronique,Android,6,0
T000825,C4490,14/09/2025,07:43:18,,MAD,virement,Rabat,guichet,MasterCard,santé,Android,2,0
T000826,C8984,14/09/2025,11:07:07,1604.26,MAD,paiement en ligne,Marrakech,guichet,Cash,santé,Android,1,0
T000827,C2604,15/09/2025,20:44:11,6377.61,USD,paiement en ligne,Tanger,guichet,Amex,voyage,iOS,6,0
T000828,C1235,15/09/2025,15:32:44,6013.06,MAD,paiement en ligne,Rabat,application mobile,Amex,mode,Web,7,0
T000829,C2908,15/09/2025,06:27:57,1834.59,EUR,paiement en ligne,Tanger,carte,Amex,voyage,iOS,10,0
T000830,C9567,15/09/2025,04:07:24,7066.13,MAD,retrait,Casablanca,guichet,MasterCard,électronique,ATM,5,0
T000831,C4530,15/09/2025,13:22:29,4578.96,MAD,retrait,Fès,guichet,MasterCard,électronique,iOS,10,0
T000832,C6256,15/09/2025,12:46:22,6694.22,MAD,virement,Casablanca,guichet,Cash,voyage,Web,8,0
T000833,C3635,15/09/2025,16:46:19,8381.8,USD,virement,Tanger,application mobile,Cash,mode,Web,9,0
T000834,C9162,15/09/2025,17:17:01,1738.8,EUR,paiement en ligne,Marrakech,application mobile,Cash,voyage,ATM,4,0
T000835,C3560,15/09/2025,03:29:32,240.49,USD,retrait,Marrakech,application mobile,Cash,électronique,Android,7,0
T000836,C6415,15/09/2025,03:17:36,7802.07,USD,paiement en ligne,Tanger,guichet,Visa,mode,Web,8,0
T000837,C4391,15/09/2025,18:46:27,6116.49,MAD,paiement en ligne,Fès,en ligne,Amex,électronique,Web,6,0
T000838,C6951,16/09/2025,07:19:48,7011.41,MAD,retrait,,en ligne,,mode,Web,2,0
T000839,C6468,16/09/2025,00:11:57,8389.64,EUR,paiement en ligne,Marrakech,en ligne,Visa,mode,ATM,7,0
T000840,C9007,16/09/2025,18:14:40,8037.97,MAD,paiement en ligne,Tanger,carte,Visa,voyage,Web,9,0
T000841,C7413,16/09/2025,06:01:28,9611.16,MAD,paiement en ligne,Fès,guichet,Visa,voyage,Android,5,0
T000842,C7941,16/09/2025,08:09:01,5382.55,MAD,retrait,Casablanca,en ligne,Amex,voyage,ATM,2,1
T000843,C5820,16/09/2025,18:10:12,4910.53,MAD,retrait,Fès,en ligne,Visa,mode,Android,4,0
T000844,C3898,16/09/2025,09:13:17,4048.78,MAD,paiement en ligne,Casablanca,en ligne,Cash,mode,Web,3,0
T000845,C8546,16/09/2025,18:53:08,1579.23,MAD,virement,Fès,guichet,MasterCard,électronique,Web,4,0
T000846,C1077,16/09/2025,06:27:02,5747.44,MAD,paiement en ligne,Fès,en ligne,Cash,santé,Android,10,0
T000847,C8577,16/09/2025,19:05:26,2806.27,MAD,paiement en ligne,Fès,en ligne,MasterCard,voyage,ATM,7,0
T000848,C5227,17/09/2025,20:01:28,,MAD,retrait,Casablanca,guichet,Cash,électronique,ATM,10,0
T000849,C1600,17/09/2025,05:02:15,5852.75,MAD,retrait,Casablanca,carte,,électronique,Android,8,0
T000850,C2065,17/09/2025,07:01:16,5948.76,EUR,virement,Fès,application mobile,MasterCard,alimentaire,Web,1,0
T000851,C3136,17/09/2025,08:11:34,3581.5,MAD,paiement en ligne,,en ligne,Amex,voyage,iOS,8,0
T000852,C7943,17/09/2025,10:00:54,567.29,MAD,retrait,Rabat,application mobile,Visa,électronique,Android,5,0
T000853,C8804,17/09/2025,12:14:25,365.85,EUR,retrait,Rabat,carte,Cash,alimentaire,Android,7,0
T000854,C7565,17/09/2025,04:20:48,4262.18,MAD,virement,Marrakech,carte,Amex,voyage,Android,1,0
T000855,C6984,17/09/2025,22:23:56,891.43,MAD,paiement en ligne,Fès,en ligne,Visa,mode,Web,2,0
T000856,C6142,17/09/2025,05:27:20,6088.13,EUR,retrait,Rabat,guichet,Amex,alimentaire,ATM,1,0
T000857,C5670,17/09/2025,21:42:17,8815.68,MAD,retrait,Rabat,carte,Amex,mode,Web,5,0
T000858,C3190,17/09/2025,03:34:44,,EUR,paiement en ligne,Casablanca,application mobile,Visa,santé,Android,6,0
T000859,C3712,18/09/2025,22:08:52,6607.5,EUR,paiement en ligne,,application mobile,Cash,santé,Web,10,0
T000860,C3192,18/09/2025,05:57:29,2151.76,EUR,paiement en ligne,Casablanca,application mobile,Amex,santé,Web,9,0
T000861,C2248,18/09/2025,11:33:31,8636.82,MAD,retrait,Rabat,application mobile,Cash,santé,Android,8,0
T000862,C5033,18/09/2025,02:02:27,8866.63,MAD,virement,Casablanca,carte,Cash,électronique,Web,7,0
T000863,C2997,18/09/2025,11:14:40,2006.7,MAD,retrait,Casablanca,en ligne,Cash,santé,iOS,5,0
T000864,C4687,18/09/2025,22:39:10,7387.39,MAD,retrait,Marrakech,en ligne,Visa,électronique,Web,3,0
T000865,C5018,18/09/2025,15:31:57,2900.87,MAD,retrait,Casablanca,application mobile,MasterCard,électronique,Web,9,0
T000866,C2970,18/09/2025,21:35:32,8036.27,MAD,paiement en ligne,Casablanca,en ligne,Cash,voyage,ATM,5,0
T000867,C9389,18/09/2025,06:33:55,9972.52,MAD,paiement en ligne,Fès,application mobile,MasterCard,électronique,ATM,3,0
T000868,C6765,18/09/2025,04:06:03,348.76,MAD,paiement en ligne,Casablanca,application mobile,MasterCard,électronique,Android,3,0
T000869,C2202,18/09/2025,04:55:00,8978.79,MAD,paiement en ligne,Casablanca,guichet,Amex,santé,Android,3,0
T000870,C9135,19/09/2025,00:46:19,6245.17,MAD,paiement en ligne,Tanger,carte,Cash,électronique,ATM,6,0
T000871,C6567,19/09/2025,18:28:09,9735.16,EUR,retrait,Marrakech,carte,Cash,mode,iOS,1,0
T000872,C8667,19/09/2025,17:27:34,4676.84,MAD,paiement en ligne,Tanger,application mobile,Cash,santé,Web,4,0
T000873,C6742,19/09/2025,10:46:30,8481.51,MAD,paiement en ligne,Tanger,carte,MasterCard,alimentaire,iOS,8,0
T000874,C6788,19/09/2025,10:48:48,670.82,USD,paiement en ligne,Marrakech,en ligne,Visa,santé,iOS,3,0
T000875,C6408,19/09/2025,05:04:07,3386.03,MAD,paiement en ligne,Casablanca,application mobile,,électronique,ATM,5,0
T000876,C9669,19/09/2025,01:47:51,716.81,MAD,virement,Marrakech,guichet,Cash,mode,Android,2,0
T000877,C1922,19/09/2025,11:37:00,9754.66,MAD,virement,Tanger,en ligne,Cash,santé,Web,2,0
T000878,C1419,19/09/2025,03:48:44,8178.89,EUR,retrait,Marrakech,guichet,Cash,mode,Android,7,0
T000879,C3204,19/09/2025,17:04:29,8532.85,,paiement en ligne,Fès,guichet,MasterCard,alimentaire,iOS,10,0
T000880,C2120,19/09/2025,02:10:44,9382.75,MAD,retrait,Casablanca,carte,Cash,alimentaire,iOS,3,0
T000881,C1950,20/09/2025,03:25:26,896.78,MAD,virement,Tanger,carte,Amex,voyage,Android,5,0
T000882,C3336,20/09/2025,13:53:42,3886.7,EUR,retrait,Marrakech,application mobile,Cash,voyage,Android,3,0
T000883,C6373,20/09/2025,09:50:49,756.8,MAD,paiement en ligne,,carte,Visa,santé,ATM,6,0
T000884,C3243,20/09/2025,05:58:14,,MAD,retrait,Casablanca,guichet,Amex,voyage,Android,10,1
T000885,C3645,20/09/2025,20:29:41,2332.19,EUR,virement,Casablanca,guichet,Cash,mode,Android,3,0
T000886,C5612,20/09/2025,04:57:36,4717.62,MAD,retrait,Casablanca,en ligne,Amex,voyage,ATM,8,0
T000887,C2865,20/09/2025,09:36:34,2722.19,EUR,retrait,Marrakech,guichet,Cash,mode,Android,2,0
T000888,C7028,20/09/2025,22:05:03,1054.73,MAD,paiement en ligne,Casablanca,application mobile,Visa,voyage,iOS,3,0
T000889,C8326,20/09/2025,17:08:48,1716.54,EUR,retrait,Casablanca,application mobile,Cash,voyage,Android,8,0
T000890,C7371,20/09/2025,12:58:46,1515.39,MAD,paiement en ligne,,carte,Amex,voyage,Web,8,0
T000891,C7359,20/09/2025,19:16:44,9732.11,EUR,retrait,Casablanca,carte,Visa,électronique,iOS,1,0
T000892,C8863,21/09/2025,15:21:03,7604.96,,paiement en ligne,Tanger,carte,MasterCard,électronique,ATM,8,0
T000893,C4228,21/09/2025,04:36:40,9679.23,MAD,paiement en ligne,Rabat,application mobile,Visa,voyage,iOS,10,0
T000894,C4719,21/09/2025,16:12:33,4425.42,MAD,paiement en ligne,Tanger,guichet,,mode,ATM,2,0
T000895,C3371,21/09/2025,12:21:52,2819.77,MAD,retrait,Fès,carte,Visa,santé,Web,7,0
T000896,C3891,21/09/2025,22:50:02,7993.02,MAD,paiement en ligne,Tanger,en ligne,Amex,alimentaire,Web,6,0
T000897,C4756,21/09/2025,09:33:31,3296.23,MAD,retrait,Tanger,carte,Visa,électronique,iOS,2,0
T000898,C5225,21/09/2025,12:50:57,3028.86,MAD,retrait,Casablanca,application mobile,Cash,voyage,Android,5,0
T000899,C1094,21/09/2025,16:20:45,2363.43,MAD,paiement en ligne,Casablanca,carte,Visa,alimentaire,iOS,7,0
T000900,C3674,21/09/2025,11:20:43,1340.31,,paiement en ligne,Rabat,guichet,,électronique,iOS,8,0
T000901,C7898,21/09/2025,10:38:03,2601.81,MAD,paiement en ligne,Marrakech,carte,Cash,santé,Web,3,0
T000902,C1793,21/09/2025,18:00:27,3585.43,EUR,virement,Tanger,application mobile,Cash,mode,ATM,1,0
T000903,C3116,22/09/2025,02:12:46,6756.24,MAD,retrait,Fès,application mobile,MasterCard,voyage,iOS,7,0
T000904,C6779,22/09/2025,01:10:35,672.52,MAD,paiement en ligne,Fès,en ligne,Visa,santé,Android,5,0
T000905,C7166,22/09/2025,18:16:34,2144.54,MAD,paiement en ligne,Casablanca,application mobile,Amex,électronique,Web,5,0
T000906,C1814,22/09/2025,17:39:21,8099.79,MAD,retrait,Tanger,en ligne,Visa,voyage,iOS,7,0
T000907,C1345,22/09/2025,18:36:38,1511.87,MAD,virement,,guichet,Visa,alimentaire,iOS,1,0
T000908,C9554,22/09/2025,20:07:27,3459.32,MAD,virement,Rabat,application mobile,Cash,mode,Android,8,0
T000909,C3443,22/09/2025,04:16:36,8653.36,MAD,retrait,Fès,carte,MasterCard,électronique,iOS,10,0
T000910,C8783,22/09/2025,03:53:18,1591.51,EUR,paiement en ligne,Casablanca,guichet,Visa,mode,iOS,5,0
T000911,C1984,22/09/2025,20:33:10,873.23,MAD,paiement en ligne,Fès,carte,Amex,voyage,iOS,8,0
T000912,C8790,22/09/2025,21:44:46,4871.15,EUR,paiement en ligne,Fès,carte,Visa,santé,iOS,10,0
T000913,C1827,22/09/2025,11:53:20,3059.07,EUR,paiement en ligne,Casablanca,carte,Amex,mode,Android,10,0
T000914,C4531,23/09/2025,21:10:38,5655.91,EUR,paiement en ligne,Rabat,guichet,Cash,alimentaire,iOS,5,0
T000915,C8147,23/09/2025,04:16:55,8047.86,USD,paiement en ligne,Rabat,guichet,MasterCard,électronique,iOS,7,0
T000916,C5451,23/09/2025,19:40:45,1414.63,MAD,paiement en ligne,Fès,application mobile,Visa,alimentaire,iOS,10,0
T000917,C4876,23/09/2025,11:05:16,5827.96,MAD,virement,Fès,carte,MasterCard,mode,Web,3,0
T000918,C6959,23/09/2025,18:18:25,5079.81,EUR,retrait,Casablanca,en ligne,Visa,santé,Android,2,0
T000919,C1126,23/09/2025,15:43:43,1483.58,MAD,virement,Marrakech,application mobile,Amex,santé,Web,6,0
T000920,C4177,23/09/2025,19:31:05,6258.78,MAD,retrait,Marrakech,guichet,MasterCard,alimentaire,Web,5,0
